EvaluationID,StudentID,FacultyID,EvaluationDate,Criterion,Score,ShowMarks,ImprovementNote
PRE-0032-1,STU-0032,FAC-003,2026-02-05,Delivery & confidence,60.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0032-1,STU-0032,FAC-003,2026-02-05,Visual design,50.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0032-1,STU-0032,FAC-003,2026-02-05,Question handling,54.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0032-2,STU-0032,FAC-003,2026-03-12,Content clarity,86.3,No,Improve pacing and use one clearer real-world example.
PRE-0032-2,STU-0032,FAC-003,2026-03-12,Technical depth,88.0,No,Improve pacing and use one clearer real-world example.
PRE-0032-2,STU-0032,FAC-003,2026-03-12,Delivery & confidence,78.2,No,Improve pacing and use one clearer real-world example.
PRE-0032-2,STU-0032,FAC-003,2026-03-12,Visual design,89.8,No,Improve pacing and use one clearer real-world example.
PRE-0032-2,STU-0032,FAC-003,2026-03-12,Question handling,73.8,No,Improve pacing and use one clearer real-world example.
PRE-0032-3,STU-0032,FAC-003,2026-04-16,Content clarity,56.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0032-3,STU-0032,FAC-003,2026-04-16,Technical depth,60.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0032-3,STU-0032,FAC-003,2026-04-16,Delivery & confidence,59.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0032-3,STU-0032,FAC-003,2026-04-16,Visual design,61.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0032-3,STU-0032,FAC-003,2026-04-16,Question handling,49.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0033-1,STU-0033,FAC-004,2026-02-05,Content clarity,59.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0033-1,STU-0033,FAC-004,2026-02-05,Technical depth,59.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0033-1,STU-0033,FAC-004,2026-02-05,Delivery & confidence,57.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0033-1,STU-0033,FAC-004,2026-02-05,Visual design,65.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0033-1,STU-0033,FAC-004,2026-02-05,Question handling,65.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0033-2,STU-0033,FAC-004,2026-03-12,Content clarity,80.2,No,Improve pacing and use one clearer real-world example.
PRE-0033-2,STU-0033,FAC-004,2026-03-12,Technical depth,77.3,No,Improve pacing and use one clearer real-world example.
PRE-0033-2,STU-0033,FAC-004,2026-03-12,Delivery & confidence,91.3,No,Improve pacing and use one clearer real-world example.
PRE-0033-2,STU-0033,FAC-004,2026-03-12,Visual design,83.3,No,Improve pacing and use one clearer real-world example.
PRE-0033-2,STU-0033,FAC-004,2026-03-12,Question handling,79.6,No,Improve pacing and use one clearer real-world example.
PRE-0033-3,STU-0033,FAC-004,2026-04-16,Content clarity,63.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0033-3,STU-0033,FAC-004,2026-04-16,Technical depth,76.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0033-3,STU-0033,FAC-004,2026-04-16,Delivery & confidence,73.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0033-3,STU-0033,FAC-004,2026-04-16,Visual design,75.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0033-3,STU-0033,FAC-004,2026-04-16,Question handling,61.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0034-1,STU-0034,FAC-005,2026-02-05,Content clarity,79.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0034-1,STU-0034,FAC-005,2026-02-05,Technical depth,86.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0034-1,STU-0034,FAC-005,2026-02-05,Delivery & confidence,77.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0034-1,STU-0034,FAC-005,2026-02-05,Visual design,76.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0034-1,STU-0034,FAC-005,2026-02-05,Question handling,77.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0034-2,STU-0034,FAC-005,2026-03-12,Content clarity,64.9,No,Improve pacing and use one clearer real-world example.
PRE-0034-2,STU-0034,FAC-005,2026-03-12,Technical depth,56.9,No,Improve pacing and use one clearer real-world example.
PRE-0034-2,STU-0034,FAC-005,2026-03-12,Delivery & confidence,62.9,No,Improve pacing and use one clearer real-world example.
PRE-0034-2,STU-0034,FAC-005,2026-03-12,Visual design,56.4,No,Improve pacing and use one clearer real-world example.
PRE-0034-2,STU-0034,FAC-005,2026-03-12,Question handling,67.7,No,Improve pacing and use one clearer real-world example.
PRE-0034-3,STU-0034,FAC-005,2026-04-16,Content clarity,70.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0034-3,STU-0034,FAC-005,2026-04-16,Technical depth,71.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0034-3,STU-0034,FAC-005,2026-04-16,Delivery & confidence,78.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0034-3,STU-0034,FAC-005,2026-04-16,Visual design,75.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0034-3,STU-0034,FAC-005,2026-04-16,Question handling,81.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0035-1,STU-0035,FAC-006,2026-02-05,Content clarity,79.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0035-1,STU-0035,FAC-006,2026-02-05,Technical depth,91.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0035-1,STU-0035,FAC-006,2026-02-05,Delivery & confidence,88.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0035-1,STU-0035,FAC-006,2026-02-05,Visual design,83.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0035-1,STU-0035,FAC-006,2026-02-05,Question handling,82.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0035-2,STU-0035,FAC-006,2026-03-12,Content clarity,74.0,No,Improve pacing and use one clearer real-world example.
PRE-0035-2,STU-0035,FAC-006,2026-03-12,Technical depth,80.9,No,Improve pacing and use one clearer real-world example.
PRE-0035-2,STU-0035,FAC-006,2026-03-12,Delivery & confidence,76.0,No,Improve pacing and use one clearer real-world example.
PRE-0035-2,STU-0035,FAC-006,2026-03-12,Visual design,87.0,No,Improve pacing and use one clearer real-world example.
PRE-0035-2,STU-0035,FAC-006,2026-03-12,Question handling,92.1,No,Improve pacing and use one clearer real-world example.
PRE-0035-3,STU-0035,FAC-006,2026-04-16,Content clarity,66.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0035-3,STU-0035,FAC-006,2026-04-16,Technical depth,78.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0035-3,STU-0035,FAC-006,2026-04-16,Delivery & confidence,64.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0035-3,STU-0035,FAC-006,2026-04-16,Visual design,82.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0035-3,STU-0035,FAC-006,2026-04-16,Question handling,63.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0036-1,STU-0036,FAC-001,2026-02-05,Content clarity,53.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0036-1,STU-0036,FAC-001,2026-02-05,Technical depth,63.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0036-1,STU-0036,FAC-001,2026-02-05,Delivery & confidence,54.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0036-1,STU-0036,FAC-001,2026-02-05,Visual design,48.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0036-1,STU-0036,FAC-001,2026-02-05,Question handling,55.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0036-2,STU-0036,FAC-001,2026-03-12,Content clarity,56.6,No,Improve pacing and use one clearer real-world example.
PRE-0036-2,STU-0036,FAC-001,2026-03-12,Technical depth,57.6,No,Improve pacing and use one clearer real-world example.
PRE-0036-2,STU-0036,FAC-001,2026-03-12,Delivery & confidence,66.8,No,Improve pacing and use one clearer real-world example.
PRE-0036-2,STU-0036,FAC-001,2026-03-12,Visual design,57.7,No,Improve pacing and use one clearer real-world example.
PRE-0036-2,STU-0036,FAC-001,2026-03-12,Question handling,53.1,No,Improve pacing and use one clearer real-world example.
PRE-0036-3,STU-0036,FAC-001,2026-04-16,Content clarity,57.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0036-3,STU-0036,FAC-001,2026-04-16,Technical depth,62.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0036-3,STU-0036,FAC-001,2026-04-16,Delivery & confidence,69.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0036-3,STU-0036,FAC-001,2026-04-16,Visual design,52.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0036-3,STU-0036,FAC-001,2026-04-16,Question handling,54.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0037-1,STU-0037,FAC-002,2026-02-05,Content clarity,65.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0037-1,STU-0037,FAC-002,2026-02-05,Technical depth,51.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0037-1,STU-0037,FAC-002,2026-02-05,Delivery & confidence,57.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0037-1,STU-0037,FAC-002,2026-02-05,Visual design,59.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0037-1,STU-0037,FAC-002,2026-02-05,Question handling,63.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0037-2,STU-0037,FAC-002,2026-03-12,Content clarity,73.5,No,Improve pacing and use one clearer real-world example.
PRE-0037-2,STU-0037,FAC-002,2026-03-12,Technical depth,75.3,No,Improve pacing and use one clearer real-world example.
PRE-0037-2,STU-0037,FAC-002,2026-03-12,Delivery & confidence,76.1,No,Improve pacing and use one clearer real-world example.
PRE-0037-2,STU-0037,FAC-002,2026-03-12,Visual design,68.7,No,Improve pacing and use one clearer real-world example.
PRE-0037-2,STU-0037,FAC-002,2026-03-12,Question handling,72.5,No,Improve pacing and use one clearer real-world example.
PRE-0037-3,STU-0037,FAC-002,2026-04-16,Content clarity,78.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0037-3,STU-0037,FAC-002,2026-04-16,Technical depth,68.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0037-3,STU-0037,FAC-002,2026-04-16,Delivery & confidence,78.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0037-3,STU-0037,FAC-002,2026-04-16,Visual design,78.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0037-3,STU-0037,FAC-002,2026-04-16,Question handling,73.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0038-1,STU-0038,FAC-003,2026-02-05,Content clarity,51.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0038-1,STU-0038,FAC-003,2026-02-05,Technical depth,44.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0038-1,STU-0038,FAC-003,2026-02-05,Delivery & confidence,48.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0038-1,STU-0038,FAC-003,2026-02-05,Visual design,48.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0038-1,STU-0038,FAC-003,2026-02-05,Question handling,35,Yes,Improve pacing and use one clearer real-world example.
PRE-0038-2,STU-0038,FAC-003,2026-03-12,Content clarity,49.0,No,Improve pacing and use one clearer real-world example.
PRE-0038-2,STU-0038,FAC-003,2026-03-12,Technical depth,51.6,No,Improve pacing and use one clearer real-world example.
PRE-0038-2,STU-0038,FAC-003,2026-03-12,Delivery & confidence,49.6,No,Improve pacing and use one clearer real-world example.
PRE-0038-2,STU-0038,FAC-003,2026-03-12,Visual design,42.7,No,Improve pacing and use one clearer real-world example.
PRE-0038-2,STU-0038,FAC-003,2026-03-12,Question handling,42.4,No,Improve pacing and use one clearer real-world example.
PRE-0038-3,STU-0038,FAC-003,2026-04-16,Content clarity,52.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0038-3,STU-0038,FAC-003,2026-04-16,Technical depth,68.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0038-3,STU-0038,FAC-003,2026-04-16,Delivery & confidence,52.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0038-3,STU-0038,FAC-003,2026-04-16,Visual design,64.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0038-3,STU-0038,FAC-003,2026-04-16,Question handling,59.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0039-1,STU-0039,FAC-004,2026-02-05,Content clarity,93.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0039-1,STU-0039,FAC-004,2026-02-05,Technical depth,87.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0039-1,STU-0039,FAC-004,2026-02-05,Delivery & confidence,86.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0039-1,STU-0039,FAC-004,2026-02-05,Visual design,97.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0039-1,STU-0039,FAC-004,2026-02-05,Question handling,90.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0039-2,STU-0039,FAC-004,2026-03-12,Content clarity,81.4,No,Improve pacing and use one clearer real-world example.
PRE-0039-2,STU-0039,FAC-004,2026-03-12,Technical depth,91.5,No,Improve pacing and use one clearer real-world example.
PRE-0039-2,STU-0039,FAC-004,2026-03-12,Delivery & confidence,86.7,No,Improve pacing and use one clearer real-world example.
PRE-0039-2,STU-0039,FAC-004,2026-03-12,Visual design,79.1,No,Improve pacing and use one clearer real-world example.
PRE-0039-2,STU-0039,FAC-004,2026-03-12,Question handling,90.7,No,Improve pacing and use one clearer real-world example.
PRE-0039-3,STU-0039,FAC-004,2026-04-16,Content clarity,78.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0039-3,STU-0039,FAC-004,2026-04-16,Technical depth,90.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0039-3,STU-0039,FAC-004,2026-04-16,Delivery & confidence,77.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0039-3,STU-0039,FAC-004,2026-04-16,Visual design,84.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0039-3,STU-0039,FAC-004,2026-04-16,Question handling,80.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0040-1,STU-0040,FAC-005,2026-02-05,Content clarity,79.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0040-1,STU-0040,FAC-005,2026-02-05,Technical depth,72.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0040-1,STU-0040,FAC-005,2026-02-05,Delivery & confidence,89.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0040-1,STU-0040,FAC-005,2026-02-05,Visual design,81.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0040-1,STU-0040,FAC-005,2026-02-05,Question handling,84.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0040-2,STU-0040,FAC-005,2026-03-12,Content clarity,59.1,No,Improve pacing and use one clearer real-world example.
PRE-0040-2,STU-0040,FAC-005,2026-03-12,Technical depth,62.9,No,Improve pacing and use one clearer real-world example.
PRE-0040-2,STU-0040,FAC-005,2026-03-12,Delivery & confidence,61.7,No,Improve pacing and use one clearer real-world example.
PRE-0040-2,STU-0040,FAC-005,2026-03-12,Visual design,51.2,No,Improve pacing and use one clearer real-world example.
PRE-0040-2,STU-0040,FAC-005,2026-03-12,Question handling,47.8,No,Improve pacing and use one clearer real-world example.
PRE-0040-3,STU-0040,FAC-005,2026-04-16,Content clarity,63.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0040-3,STU-0040,FAC-005,2026-04-16,Technical depth,68.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0040-3,STU-0040,FAC-005,2026-04-16,Delivery & confidence,56.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0040-3,STU-0040,FAC-005,2026-04-16,Visual design,52.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0040-3,STU-0040,FAC-005,2026-04-16,Question handling,63.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0041-1,STU-0041,FAC-006,2026-02-05,Content clarity,58.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0041-1,STU-0041,FAC-006,2026-02-05,Technical depth,58.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0041-1,STU-0041,FAC-006,2026-02-05,Delivery & confidence,62.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0041-1,STU-0041,FAC-006,2026-02-05,Visual design,67.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0041-1,STU-0041,FAC-006,2026-02-05,Question handling,65.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0041-2,STU-0041,FAC-006,2026-03-12,Content clarity,62.3,No,Improve pacing and use one clearer real-world example.
PRE-0041-2,STU-0041,FAC-006,2026-03-12,Technical depth,66.8,No,Improve pacing and use one clearer real-world example.
PRE-0041-2,STU-0041,FAC-006,2026-03-12,Delivery & confidence,60.9,No,Improve pacing and use one clearer real-world example.
PRE-0041-2,STU-0041,FAC-006,2026-03-12,Visual design,58.2,No,Improve pacing and use one clearer real-world example.
PRE-0041-2,STU-0041,FAC-006,2026-03-12,Question handling,58.7,No,Improve pacing and use one clearer real-world example.
PRE-0041-3,STU-0041,FAC-006,2026-04-16,Content clarity,60.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0041-3,STU-0041,FAC-006,2026-04-16,Technical depth,57.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0041-3,STU-0041,FAC-006,2026-04-16,Delivery & confidence,45.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0041-3,STU-0041,FAC-006,2026-04-16,Visual design,46.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0041-3,STU-0041,FAC-006,2026-04-16,Question handling,46.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0042-1,STU-0042,FAC-001,2026-02-05,Content clarity,78.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0042-1,STU-0042,FAC-001,2026-02-05,Technical depth,66.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0042-1,STU-0042,FAC-001,2026-02-05,Delivery & confidence,77.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0042-1,STU-0042,FAC-001,2026-02-05,Visual design,79.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0042-1,STU-0042,FAC-001,2026-02-05,Question handling,73.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0042-2,STU-0042,FAC-001,2026-03-12,Content clarity,84.7,No,Improve pacing and use one clearer real-world example.
PRE-0042-2,STU-0042,FAC-001,2026-03-12,Technical depth,76.5,No,Improve pacing and use one clearer real-world example.
PRE-0042-2,STU-0042,FAC-001,2026-03-12,Delivery & confidence,80.9,No,Improve pacing and use one clearer real-world example.
PRE-0042-2,STU-0042,FAC-001,2026-03-12,Visual design,82.1,No,Improve pacing and use one clearer real-world example.
PRE-0042-2,STU-0042,FAC-001,2026-03-12,Question handling,73.9,No,Improve pacing and use one clearer real-world example.
PRE-0042-3,STU-0042,FAC-001,2026-04-16,Content clarity,67.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0042-3,STU-0042,FAC-001,2026-04-16,Technical depth,69.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0042-3,STU-0042,FAC-001,2026-04-16,Delivery & confidence,61.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0042-3,STU-0042,FAC-001,2026-04-16,Visual design,66.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0042-3,STU-0042,FAC-001,2026-04-16,Question handling,54.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0043-1,STU-0043,FAC-002,2026-02-05,Content clarity,72.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0043-1,STU-0043,FAC-002,2026-02-05,Technical depth,56.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0043-1,STU-0043,FAC-002,2026-02-05,Delivery & confidence,65.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0043-1,STU-0043,FAC-002,2026-02-05,Visual design,65.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0043-1,STU-0043,FAC-002,2026-02-05,Question handling,67.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0043-2,STU-0043,FAC-002,2026-03-12,Content clarity,68.2,No,Improve pacing and use one clearer real-world example.
PRE-0043-2,STU-0043,FAC-002,2026-03-12,Technical depth,52.1,No,Improve pacing and use one clearer real-world example.
PRE-0043-2,STU-0043,FAC-002,2026-03-12,Delivery & confidence,67.0,No,Improve pacing and use one clearer real-world example.
PRE-0043-2,STU-0043,FAC-002,2026-03-12,Visual design,52.5,No,Improve pacing and use one clearer real-world example.
PRE-0043-2,STU-0043,FAC-002,2026-03-12,Question handling,60.3,No,Improve pacing and use one clearer real-world example.
PRE-0043-3,STU-0043,FAC-002,2026-04-16,Content clarity,55.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0043-3,STU-0043,FAC-002,2026-04-16,Technical depth,65.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0043-3,STU-0043,FAC-002,2026-04-16,Delivery & confidence,73.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0043-3,STU-0043,FAC-002,2026-04-16,Visual design,61.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0043-3,STU-0043,FAC-002,2026-04-16,Question handling,54.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0044-1,STU-0044,FAC-003,2026-02-05,Content clarity,97.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0044-1,STU-0044,FAC-003,2026-02-05,Technical depth,84.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0044-1,STU-0044,FAC-003,2026-02-05,Delivery & confidence,88.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0044-1,STU-0044,FAC-003,2026-02-05,Visual design,82.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0044-1,STU-0044,FAC-003,2026-02-05,Question handling,92.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0044-2,STU-0044,FAC-003,2026-03-12,Content clarity,67.3,No,Improve pacing and use one clearer real-world example.
PRE-0044-2,STU-0044,FAC-003,2026-03-12,Technical depth,73.7,No,Improve pacing and use one clearer real-world example.
PRE-0044-2,STU-0044,FAC-003,2026-03-12,Delivery & confidence,73.9,No,Improve pacing and use one clearer real-world example.
PRE-0044-2,STU-0044,FAC-003,2026-03-12,Visual design,76.6,No,Improve pacing and use one clearer real-world example.
PRE-0044-2,STU-0044,FAC-003,2026-03-12,Question handling,69.4,No,Improve pacing and use one clearer real-world example.
PRE-0044-3,STU-0044,FAC-003,2026-04-16,Content clarity,92.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0044-3,STU-0044,FAC-003,2026-04-16,Technical depth,92.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0044-3,STU-0044,FAC-003,2026-04-16,Delivery & confidence,82.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0044-3,STU-0044,FAC-003,2026-04-16,Visual design,87.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0044-3,STU-0044,FAC-003,2026-04-16,Question handling,91.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0045-1,STU-0045,FAC-004,2026-02-05,Content clarity,80.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0045-1,STU-0045,FAC-004,2026-02-05,Technical depth,80.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0045-1,STU-0045,FAC-004,2026-02-05,Delivery & confidence,68.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0045-1,STU-0045,FAC-004,2026-02-05,Visual design,82.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0045-1,STU-0045,FAC-004,2026-02-05,Question handling,76.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0045-2,STU-0045,FAC-004,2026-03-12,Content clarity,65.9,No,Improve pacing and use one clearer real-world example.
PRE-0045-2,STU-0045,FAC-004,2026-03-12,Technical depth,76.0,No,Improve pacing and use one clearer real-world example.
PRE-0045-2,STU-0045,FAC-004,2026-03-12,Delivery & confidence,65.1,No,Improve pacing and use one clearer real-world example.
PRE-0045-2,STU-0045,FAC-004,2026-03-12,Visual design,66.0,No,Improve pacing and use one clearer real-world example.
PRE-0045-2,STU-0045,FAC-004,2026-03-12,Question handling,76.0,No,Improve pacing and use one clearer real-world example.
PRE-0045-3,STU-0045,FAC-004,2026-04-16,Content clarity,95.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0045-3,STU-0045,FAC-004,2026-04-16,Technical depth,87.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0045-3,STU-0045,FAC-004,2026-04-16,Delivery & confidence,79.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0045-3,STU-0045,FAC-004,2026-04-16,Visual design,83.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0045-3,STU-0045,FAC-004,2026-04-16,Question handling,88.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0046-1,STU-0046,FAC-005,2026-02-05,Content clarity,58.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0046-1,STU-0046,FAC-005,2026-02-05,Technical depth,69.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0046-1,STU-0046,FAC-005,2026-02-05,Delivery & confidence,56.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0046-1,STU-0046,FAC-005,2026-02-05,Visual design,58.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0046-1,STU-0046,FAC-005,2026-02-05,Question handling,63.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0046-2,STU-0046,FAC-005,2026-03-12,Content clarity,68.4,No,Improve pacing and use one clearer real-world example.
PRE-0046-2,STU-0046,FAC-005,2026-03-12,Technical depth,79.2,No,Improve pacing and use one clearer real-world example.
PRE-0046-2,STU-0046,FAC-005,2026-03-12,Delivery & confidence,82.0,No,Improve pacing and use one clearer real-world example.
PRE-0046-2,STU-0046,FAC-005,2026-03-12,Visual design,80.3,No,Improve pacing and use one clearer real-world example.
PRE-0046-2,STU-0046,FAC-005,2026-03-12,Question handling,67.3,No,Improve pacing and use one clearer real-world example.
PRE-0046-3,STU-0046,FAC-005,2026-04-16,Content clarity,75.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0046-3,STU-0046,FAC-005,2026-04-16,Technical depth,72.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0046-3,STU-0046,FAC-005,2026-04-16,Delivery & confidence,67.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0046-3,STU-0046,FAC-005,2026-04-16,Visual design,65.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0046-3,STU-0046,FAC-005,2026-04-16,Question handling,76.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0047-1,STU-0047,FAC-006,2026-02-05,Content clarity,68.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0047-1,STU-0047,FAC-006,2026-02-05,Technical depth,61.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0047-1,STU-0047,FAC-006,2026-02-05,Delivery & confidence,61.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0047-1,STU-0047,FAC-006,2026-02-05,Visual design,66.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0047-1,STU-0047,FAC-006,2026-02-05,Question handling,74.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0047-2,STU-0047,FAC-006,2026-03-12,Content clarity,68.2,No,Improve pacing and use one clearer real-world example.
PRE-0047-2,STU-0047,FAC-006,2026-03-12,Technical depth,71.9,No,Improve pacing and use one clearer real-world example.
PRE-0047-2,STU-0047,FAC-006,2026-03-12,Delivery & confidence,74.7,No,Improve pacing and use one clearer real-world example.
PRE-0047-2,STU-0047,FAC-006,2026-03-12,Visual design,81.7,No,Improve pacing and use one clearer real-world example.
PRE-0047-2,STU-0047,FAC-006,2026-03-12,Question handling,84.3,No,Improve pacing and use one clearer real-world example.
PRE-0047-3,STU-0047,FAC-006,2026-04-16,Content clarity,96.1,Yes,Improve pacing and use one clearer real-world example.
